stage,central_nervous_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,paraxial_mesoderm
16hpf,0,0,2.27,0,0
2dpf,0,0,0,0.74,0
3dpf,0.34,0,0,0.3,0
5dpf,0.67,0,0,3.14,0.32
10dpf,0,0.39,0,3,0
