stage,central_nervous_system,lateral_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
24hpf,0.85,0,0,0,0,0
2dpf,0.78,0,0.55,0,0,0
3dpf,2.79,0,0,0,0,0
5dpf,4.39,0.86,1.98,0.67,0.86,3.72
10dpf,0.44,0,0,0,0,0
