stage,central_nervous_system,hematopoietic_system,lateral_mesoderm,mesenchyme,paraxial_mesoderm
2dpf,2.36,1.99,0.55,2,0
3dpf,79.55,0,0,0,0
5dpf,1.6,0,0,0.7,0.45
10dpf,43.4,0,0,0,0
