stage,central_nervous_system,endoderm,intermediate_mesoderm,lateral_mesoderm,mesenchyme,periderm
2dpf,0,1.1,0.72,0,0.6,0.51
3dpf,0.33,0.53,0,0,0,0.33
5dpf,0,0.64,0.41,0.31,0.9,1.14
10dpf,0,0.46,0,1.27,0,0
