stage,central_nervous_system,endoderm,mesenchyme,neural_crest,periderm
2dpf,4.54,0,0,0,0.52
3dpf,0.77,0,0,0,0
5dpf,0.72,0,0.29,0.99,0
10dpf,2.24,0.83,1.23,0,0
