stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
12hpf,1.78,1.88,0,6.2,0,0,0,0,0
14hpf,0,0,0,15.25,0,0,0,0,0
16hpf,0,0,7.62,11.61,0,0,0,0,0
19hpf,0,0,0,10.1,0,0,0,0,0
24hpf,2.78,0,0,3.86,0.96,0,0,0,0
2dpf,18.52,0,0,3.72,8.49,15.01,1.73,3.04,4.68
3dpf,30.03,2.89,0,6.45,1.41,8.42,0.35,0,1.12
5dpf,6.71,4,1.94,130.49,2.98,33.04,1.81,3.8,12.76
10dpf,9.45,4.21,0.41,146.86,0,4.05,0,3.39,2.05
