stage,central_nervous_system,endoderm,intermediate_mesoderm,mesenchyme,notochord,paraxial_mesoderm,periderm
3dpf,0,0,0,0,0,0,1.55
5dpf,0.57,0,0.35,0.82,0.37,1.93,32.15
10dpf,4.85,29.96,0,0,0,0,68.37
