stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,0,0,0,0,0,0,0,0,0,17.92
12hpf,5.27,2.03,0,0,18.45,0,0,0,0,4.98
14hpf,55.59,0,0,78.07,3.07,0,0,0,7.8,3.02
16hpf,53.56,6.76,0,43.91,24.94,5.81,0,12.55,0,1.76
19hpf,45.15,2.13,0,26.97,16.84,14.92,0,14.96,2.25,0
24hpf,142.83,1.1,0,0,27.91,18.64,0,0,11.89,7.36
2dpf,101.43,0.72,9.78,11.23,18.96,15.87,1.16,7.61,33.64,13.96
3dpf,202.27,0,0,7.98,1.77,48.02,0,0,24.67,0.32
5dpf,5.47,4.22,4.17,44.96,13,165.3,3.18,2.91,39.29,4.31
10dpf,35.36,1.45,0.53,24.63,0,75.13,0,6.12,22.64,0.92
