stage,central_nervous_system,hematopoietic_system,mesenchyme,paraxial_mesoderm,periderm
2dpf,0.75,0,0,0,0.65
3dpf,2.85,0,0.37,0,1.41
5dpf,1.02,5.4,0.69,0.57,1.35
10dpf,0.58,2.87,0,0,0
