stage,central_nervous_system,hematopoietic_system,lateral_mesoderm,mesenchyme,periderm
2dpf,0,0,0.88,0,0
3dpf,5.13,0,0,0.33,0
5dpf,0.92,0,0,0.38,1.27
10dpf,5.44,0.45,0,0,0
