stage,central_nervous_system,endoderm,intermediate_mesoderm,mesenchyme
24hpf,0.92,0,0,0
2dpf,7.5,0,0,1.02
3dpf,10.6,0,0,0
5dpf,0,0,0,1.45
10dpf,2.13,0.9,1.1,1.34
