stage,central_nervous_system,endoderm,intermediate_mesoderm,mesenchyme,neural_crest,periderm
2dpf,3.17,0,0,3.7,0.8,2.14
3dpf,7.98,0,0,0.74,0,0.32
5dpf,0,0,0.32,2.19,0,3.96
10dpf,0,1.39,0,0,0,0.94
