stage,central_nervous_system,endoderm,lateral_mesoderm,mesenchyme,paraxial_mesoderm,periderm
2dpf,3.83,0.52,1.73,3.77,0,1.56
3dpf,8.22,0,0.29,2.75,0,1.4
5dpf,0,0,0.4,0.99,0,1.16
10dpf,12.49,0,0,0.65,0.67,1.57
