stage,central_nervous_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,periderm
2dpf,6.11,0.93,0.52,2.93,0
3dpf,1.91,0,0,0.85,0.57
5dpf,3.73,0.29,0,0,0.44
10dpf,3.3,0,0,0,0
