stage,central_nervous_system,mesenchyme,paraxial_mesoderm,periderm
2dpf,0,0.62,1.69,1.4
3dpf,0,0.8,0,0.65
5dpf,0.32,0,0.47,0
10dpf,2.08,1.32,0,0
