stage,central_nervous_system,endoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,periderm
12hpf,1.81,0,0,0,0,0,0
16hpf,0,1.88,0,0,0,0,0
2dpf,0,0,0,2.62,1.03,0,0
3dpf,0.39,0,0.3,2.98,0,0,0
5dpf,1.37,0,0,2.76,0.49,0.68,0.79
10dpf,0.54,0,0,0.6,0,0,0
