stage,central_nervous_system,endoderm,intermediate_mesoderm,lateral_mesoderm,mesenchyme,paraxial_mesoderm
2dpf,0.99,0,0,0,0,1.61
3dpf,0.39,0.32,0,0.52,0.45,0
5dpf,0,0,0,0,0.84,0
10dpf,0,0,0.4,0,1.23,0.45
