stage,central_nervous_system,endoderm,lateral_mesoderm,mesenchyme,paraxial_mesoderm,periderm
14hpf,0,0,0,0,54.9,0
16hpf,0,0,0,0,10.5,0
2dpf,0.52,0,0,0,0,0
3dpf,6.49,0,14.14,36.4,0,0.67
5dpf,7.21,0.94,13.96,11.34,0.51,1.06
10dpf,6.25,0,25.6,10.42,1.93,13.04
