stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,mesenchyme,periderm
2dpf,0,0,0,0,0,3.98
3dpf,0,0.32,0,0.54,0,0.57
5dpf,0,0.75,0.56,0.43,1.84,5.98
10dpf,1.1,0,0.42,0,0.38,2.34
