stage,central_nervous_system,hematopoietic_system,lateral_mesoderm,mesenchyme,periderm
2dpf,0.71,4.46,1.61,0,0
5dpf,0.48,5.86,0.51,1.76,2.02
10dpf,0,6.28,0,0,0
