stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,504.79,31.64,0,0,18.9,8.96,0,39.76,19.72,238.39
12hpf,489.88,5.59,0,9.25,262.23,20.7,2.65,29.15,18.93,114.2
14hpf,2133.09,2.24,5.84,32.6,523.72,378.53,78.47,57.41,89.08,1077.12
16hpf,2721.39,12.48,8.86,47.22,837.09,176.9,128.81,67.06,142.06,1365.8
19hpf,5506.47,3.85,11.18,33,628.6,86.47,224.27,26.37,33.06,1624.14
24hpf,2997.98,5.35,15.43,57.04,1248.06,407.99,129.65,13.86,276.55,832.97
2dpf,2206.69,11.78,18.7,128.35,2667.5,4640.82,177.98,29.78,1492.8,605.06
3dpf,1096.52,18.35,7.96,36.92,869.28,4387.99,15.74,0,520.74,148.19
5dpf,802.81,37.73,28.97,136.86,509.41,3875.91,38.21,26.39,612.29,538.18
10dpf,947.9,27.87,12.72,68.78,379.5,2956.55,34.28,4.48,334.06,168.92
