stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,periderm
2dpf,2.32,1.93,0,1.81,0,0,0,0
3dpf,79.64,0,0,0,0,0,0,0
5dpf,14.07,0.54,2.39,0,6.21,0.85,0.29,6.96
10dpf,144.84,0,0,0,0,0,0,0
