stage,central_nervous_system,mesenchyme,notochord,paraxial_mesoderm,periderm
2dpf,0.65,2.57,0,0,3.3
3dpf,5.8,3.44,0,0.33,0.46
5dpf,0,0.63,0.62,0.32,1.82
10dpf,0,0,0,0.88,0
