stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
16hpf,0,0,0,0,0,0,0,0,1.72
2dpf,17.32,0,1.27,5.4,6.43,0.63,0,4.59,0
3dpf,229.44,0.46,0,1.82,17.51,1.8,0,0,0.37
5dpf,29.55,0.52,2.83,3.06,27.95,2.52,0.52,2.42,5.14
10dpf,148.37,0.59,3.73,4.04,21.21,0,0,0,0
