stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,periderm
2dpf,0,0,45.01,1.14,4.08,0
3dpf,1.45,0,5.24,0,0,0
5dpf,0,0,55.02,1.1,0.44,1.43
10dpf,1.01,0.91,23.13,0,0.64,1.02
