stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,47.65,0,0,0,0,0,0,0,0,0
12hpf,19.1,0,0,0,0,0,0,0,0,0
14hpf,20.35,0,0,0,0,0,0,0,0,0
16hpf,78.42,0,0,0,0,0,0,0,0,0
19hpf,54.41,0,0,20.28,0,0,0,0,0,0
24hpf,83.48,0,0,3.59,0,0,0,0,0,0
2dpf,267.14,0,5.61,57.76,2.46,3.85,0,0.86,0.62,3.78
3dpf,115.65,0,0.37,29.02,0,1.41,0.63,0,0,0
5dpf,122.49,0,0.71,11.63,0.44,7.53,1.81,0,0.97,5.5
10dpf,150.36,2.65,0,23.88,0,7.6,0,0,0.82,0
