stage,central_nervous_system,endoderm,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
2dpf,10.32,0,1.24,1.89,7.87,0.5,1.2,1.76
3dpf,23.94,0,0,0,4.6,0,0.33,0.69
5dpf,1.01,0.59,0.92,0,2.96,0,2.27,5.31
10dpf,16.19,0,0,0,3.82,0,2.7,1.04
