stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,periderm
16hpf,0,4.07,0,0,0,0,0,0
24hpf,0,0,1.69,0,0,0,0,0
2dpf,4.8,0,5.54,0,1.27,1.08,0,0.53
3dpf,7.3,0.74,61.01,1.19,0,5.37,1.59,0
5dpf,5.16,0,101.96,0.31,0,3.41,0.96,0.58
10dpf,10.81,0,102.23,0,0,3.5,0,1.22
