stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,paraxial_mesoderm
2dpf,7.66,0,0,0,3.26,7.39,0.8
3dpf,0,0,0,0,0,9.43,0
5dpf,0.7,1.08,0.59,0.56,0,15.71,0
10dpf,0,0,0,0,0,0.54,0
