stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,mesenchyme,paraxial_mesoderm,periderm
24hpf,0,0.91,0,0,0,0
2dpf,2.67,3.88,0.58,0,0,1
3dpf,3.6,13.1,0.77,0,0,10.71
5dpf,0,11.82,0,2.64,1.72,0.33
10dpf,2.95,227.49,3.58,0.57,0,26.56
