stage,central_nervous_system,lateral_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
2dpf,18.36,7.84,8.17,0,4.48,3.55
3dpf,1.57,0,0.35,0,0,0.67
5dpf,1.01,0,0,0,0,0
10dpf,2.1,0,1,0.38,0,0
