stage,central_nervous_system,hematopoietic_system,lateral_mesoderm,mesenchyme,periderm
2dpf,0,0,2.32,0,0
3dpf,3.53,0,0,0,0
5dpf,0,0,0,1.16,0
10dpf,3.2,0.4,0,0.55,0.39
