stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,mesenchyme,periderm
14hpf,0,0,0,2.55,0,0
2dpf,31.88,0,0,0,1.34,8.95
3dpf,6.4,0.34,0,0.72,1.52,2.21
5dpf,23.9,0.76,0.7,0.99,2.68,2.29
10dpf,7.36,0,0,0.75,0.93,1.04
