stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
19hpf,0,0,0,0,0,0,0,1.58
24hpf,0,0,0,0,0,0,0,2.37
2dpf,0,0,1.43,1.56,1.31,0,0,1.95
3dpf,21.37,0.41,0,0,1.46,0,0,0.47
5dpf,4.79,0,2.19,0,5.15,0,0.81,5.14
10dpf,1684.16,3.4,14.81,0,27.89,2.89,13.49,7.26
