stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,paraxial_mesoderm,periderm
3dpf,0.82,0,1.69,0,0.36,0,0,0
5dpf,1.22,0,5.85,1.68,1.09,4.17,1,0.84
10dpf,0.38,1.16,25.38,0.53,1.81,2.09,4.8,5.99
