stage,central_nervous_system,lateral_mesoderm,mesenchyme,paraxial_mesoderm,periderm
2dpf,3.36,1.15,0,0.74,1.73
3dpf,0.41,0,0.92,0,0
5dpf,0,0,0,0,0.91
