stage,central_nervous_system,endoderm,hematopoietic_system,lateral_mesoderm,mesenchyme,paraxial_mesoderm,periderm
12hpf,0,0,0,0,0,1.82,0
2dpf,7.22,0,0,4.14,8.85,0,4.61
3dpf,4.44,2.12,0,2.54,14.06,1.03,0
5dpf,0.56,0,1.5,0.77,16.7,0,6.51
10dpf,2.69,1.42,1.01,0.86,11.64,0.9,3.69
