stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
14hpf,0,0,0,0,0,0,0,3.7
2dpf,0,0.55,0,0.51,2.73,0,0.61,0
3dpf,0,0,0,0,0,0,0,0.84
5dpf,0,12.23,0.99,0,1.71,1.01,0,2.84
10dpf,2.72,17.71,1.09,0,1.25,0,0,0.52
