stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
5dpf,0.8,21.13,1.73,3.82,5.57,0.36,0,2.54
10dpf,10.79,45.11,0,0.94,0,0,0.94,0
