stage,central_nervous_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,periderm
2dpf,1.95,0,0.53,1.19,1.23
3dpf,48.12,0,0,1.95,0
5dpf,0,0.37,0,0,0
