stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm
2dpf,1.37,0,5.81,7.66,1.16,3.11,0,0
3dpf,0,0,5.27,1.6,0,5.86,0,0
5dpf,1.05,0,59.19,2.14,0,16.63,0,0
10dpf,4.29,1.48,51.91,2.81,0.68,11.47,0.48,0.59
