stage,central_nervous_system,endoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
2dpf,1.2,0,0,0,0,0
3dpf,15.25,0.59,2.99,0,0,0
5dpf,0,0,3.12,0.6,0,0
10dpf,7.64,0.51,0.44,0,0.93,0.39
