stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,notochord,paraxial_mesoderm,periderm
2dpf,27.68,0,10.66,7.42,12.27,0,2.85,0.79
3dpf,15.99,0,2.17,3.14,27.46,0,2.1,0.46
5dpf,70.57,0.64,5.93,2.06,57.8,0.92,4.2,9
10dpf,46.82,0.48,4.46,3.06,24.07,0,1.7,1.01
