stage,central_nervous_system,endoderm,hematopoietic_system,lateral_mesoderm,mesenchyme,paraxial_mesoderm
5dpf,0,0,1.38,0,2.04,0
10dpf,9.07,1.23,0.5,0.72,5.54,0.45
