stage,central_nervous_system,hematopoietic_system,mesenchyme,paraxial_mesoderm
2dpf,0.56,0,0,0
3dpf,0,0,1.58,0
5dpf,0.84,3.91,15.15,1.47
10dpf,2.59,3.42,3.84,0
