stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm
24hpf,0,0,0,1.9,0,0,0,0
2dpf,1.62,0,0,0,1.01,0,0,0
3dpf,13.35,0.43,0,0,0,0.69,0,0
5dpf,1.68,0,0.31,0.91,0,2.38,0,0
10dpf,13.36,0.82,0,0,0,0,0.57,1.07
