stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm
2dpf,2.8,0.6,0,0,1.21,1.75,0.88,0
3dpf,7.09,0,0.82,0,0,1.04,0.39,0
5dpf,1.8,0,0.37,1.04,0.62,4.19,0,0.71
10dpf,2.08,0,1.06,0,0.57,1.13,0,1.79
