stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,mesenchyme,notochord,paraxial_mesoderm,periderm
2dpf,5.26,0,1.65,2.82,0,0.65,0
3dpf,9.6,0,0,3.32,0,0,1.66
5dpf,2.28,0,0,4.51,0.71,0.8,2.04
10dpf,2.07,1.12,1.94,0,0,0,0
