stage,central_nervous_system,endoderm,intermediate_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
2dpf,0.97,0,0,4,0,0.66,0,2.75
3dpf,19.12,0,0,5.16,0.4,0,0,0
5dpf,1.43,0.54,0,3.42,0,0,0.37,1.92
10dpf,11.13,0,0.66,1.29,0,0,0.65,0
