stage,central_nervous_system,lateral_mesoderm,mesenchyme,periderm
2dpf,0,0,0,8.36
3dpf,0,0,0.99,2.72
5dpf,1.07,0.32,0.51,60.49
10dpf,1.83,0,0,19.15
