stage,central_nervous_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,periderm
2dpf,1.77,0,0,0,0
3dpf,0.95,0,0.37,1.26,0
5dpf,0,0.68,0,2.53,1.12
10dpf,17.91,0,0,0.45,0.51
