stage,central_nervous_system,intermediate_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
2dpf,0,0.74,0.54,1.81,0,0.86
3dpf,2.82,0,1.51,0,0,0.59
5dpf,0,0,2.3,0,0.33,5.24
10dpf,2.28,0,0.82,0,0,0
