stage,central_nervous_system,endoderm,intermediate_mesoderm,mesenchyme,neural_crest
24hpf,0,1.88,0,0,0
2dpf,0.48,0,0.64,0,0
3dpf,1.28,0,0.55,0,0
5dpf,0,0,0.73,1.66,0
10dpf,1.11,0,0,0,0.42
