stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,periderm
3dpf,2.22,22.06,0,0,1.28,0,0
5dpf,2.81,40.91,0.87,1.44,0.77,2.48,3.35
10dpf,2.64,35.58,0,0,0.66,0.39,0
