stage,central_nervous_system,hematopoietic_system,mesenchyme,neural_crest,paraxial_mesoderm,periderm
2dpf,3.34,0.61,2.34,0.72,0,2.28
3dpf,0,0,3.97,0,0,0
5dpf,0.76,0,3.51,0.75,0.72,0
10dpf,0,0,1.35,0,0,0
