stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,paraxial_mesoderm,periderm
2dpf,6.38,0,0,0.67,3,0.67,1.08
3dpf,54.19,0,0,0,1.62,0,0
5dpf,1.52,0.45,0.96,0.55,4.49,0.62,1.83
10dpf,21.72,0,0,0,3.97,0,0
