stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,64.45,0,0,0,8.47,0,0,0,17.98,11.45
12hpf,53.13,2.7,2.48,0,3.75,0,0,3.96,6.33,9.16
14hpf,96.26,0,6.56,2.47,6.21,2.63,0,3.53,23.84,21.71
16hpf,94.91,6.57,1.76,0,9.34,9.17,0,1.7,18.33,38.12
19hpf,346.47,0,0,2.13,5.68,8.68,0,1.59,1.56,26.01
24hpf,410.11,0,0.93,11.33,44.05,17.3,0.86,0,21.09,19.42
2dpf,1008.84,2.18,16.24,54.44,234.89,499.1,35.52,7.34,131.61,174.12
3dpf,1998.98,6.15,2.46,20.2,49.72,669.13,12.19,0.53,31.12,44.06
5dpf,205.71,13.48,10.24,43.41,43.21,524.91,32.06,12.75,62.4,143
10dpf,736.6,23.95,5.56,31.97,40.91,288.44,18.85,0.57,33.42,27.47
