stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,mesenchyme,paraxial_mesoderm,periderm
2dpf,0,0,0,0,0.63,0,0
3dpf,0.79,1.43,0,0,0,0,0
5dpf,0,3.19,0,0.63,3.06,0.43,1.03
10dpf,1.32,42.1,0.4,0,0,0,0
