stage,central_nervous_system,endoderm,lateral_mesoderm,mesenchyme,periderm
2dpf,5.38,0,1.04,1.71,0.51
3dpf,0.85,0,0,1.03,0
5dpf,0,0,0,1.02,0
10dpf,1.17,0.95,0,0.39,0
