stage,central_nervous_system,endoderm,intermediate_mesoderm,mesenchyme,paraxial_mesoderm,periderm
2dpf,0,0,0,0,0,7.81
3dpf,1.55,1.19,0,0,0,11.01
5dpf,5.71,0.78,0.3,1.1,0.37,34.51
10dpf,3.02,0,1.34,0,0,19.14
