stage,central_nervous_system,hematopoietic_system,lateral_mesoderm,mesenchyme,paraxial_mesoderm,periderm
2dpf,1.06,2.32,0.82,0,0.65,0.51
3dpf,0.42,0,0,0.59,0,0
10dpf,0,0,0.95,0,0,0
