stage,central_nervous_system,mesenchyme,paraxial_mesoderm,periderm
2dpf,1.07,0,0,0
3dpf,4.9,2.99,0,1.82
5dpf,0.84,0.68,0.54,1
10dpf,0.67,0,0,1.66
