stage,central_nervous_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,periderm
2dpf,0,0.55,1.3,3.34,1.7
3dpf,0.37,0,0,0,0.37
5dpf,0,0,0,0,2.9
10dpf,0,0,0,0,4.27
