stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,paraxial_mesoderm,periderm
2dpf,4.35,0,0,0,0.81,1.26,0.88
3dpf,1.69,0,0.29,0.53,0.87,0,0
5dpf,0,0.34,0,0,0.29,0,0.48
